loop_step,building,building_time_step,series_length,indoor_at_time_step,setpoint_at_time_step,comfort_band_at_time_step,occupants_at_time_step,upper_boundary_at_time_step,violation_at_time_step,indoor_at_previous,setpoint_at_previous,comfort_band_at_previous,occupants_at_previous,upper_boundary_at_previous,violation_at_previous,indoor_at_last,setpoint_at_last,comfort_band_at_last,occupants_at_last,upper_boundary_at_last,violation_at_last
16,2,16,17,24.990854263305664,25.0,2.0,1.0,27.0,0,28.71859359741211,25.0,2.0,1.0,27.0,1,24.990854263305664,25.0,2.0,1.0,27.0,0
16,3,16,17,23.33333969116211,23.33333396911621,2.0,1.0,25.33333396911621,0,26.31080436706543,23.33333396911621,2.0,1.0,25.33333396911621,1,23.33333969116211,23.33333396911621,2.0,1.0,25.33333396911621,0
17,1,17,18,25.53244972229004,25.55555534362793,2.0,2.0,27.55555534362793,0,29.14615249633789,23.55555534362793,2.0,0.0,25.55555534362793,0,25.53244972229004,25.55555534362793,2.0,2.0,27.55555534362793,0
17,2,17,18,24.994266510009766,25.0,2.0,1.0,27.0,0,29.76248550415039,25.0,2.0,1.0,27.0,1,24.994266510009766,25.0,2.0,1.0,27.0,0
17,3,17,18,24.434240341186523,24.44444465637207,2.0,1.0,26.44444465637207,0,26.87468910217285,23.33333396911621,2.0,1.0,25.33333396911621,1,24.434240341186523,24.44444465637207,2.0,1.0,26.44444465637207,0
18,1,18,19,26.459463119506836,26.5,2.0,3.0,28.5,0,29.506771087646484,25.55555534362793,2.0,2.0,27.55555534362793,1,26.459463119506836,26.5,2.0,3.0,28.5,0
18,2,18,19,24.99635124206543,25.0,2.0,0.0,27.0,0,29.702499389648438,25.0,2.0,1.0,27.0,1,24.99635124206543,25.0,2.0,0.0,27.0,0
18,3,18,19,24.444316864013672,24.44444465637207,2.0,1.0,26.44444465637207,0,27.603891372680664,24.44444465637207,2.0,1.0,26.44444465637207,1,24.444316864013672,24.44444465637207,2.0,1.0,26.44444465637207,0
19,1,19,20,24.512662887573242,24.44444465637207,2.0,3.0,26.44444465637207,0,30.020977020263672,26.5,2.0,3.0,28.5,1,24.512662887573242,24.44444465637207,2.0,3.0,26.44444465637207,0
19,2,19,20,24.997953414916992,25.0,2.0,1.0,27.0,0,29.261882781982422,25.0,2.0,0.0,27.0,0,24.997953414916992,25.0,2.0,1.0,27.0,0
19,3,19,20,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0,28.128488540649414,24.44444465637207,2.0,1.0,26.44444465637207,1,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0
20,1,20,21,21.815444946289062,21.66666603088379,2.0,2.0,23.66666603088379,0,29.967357635498047,24.44444465637207,2.0,3.0,26.44444465637207,1,21.815444946289062,21.66666603088379,2.0,2.0,23.66666603088379,0
20,2,20,21,24.99690818786621,25.0,2.0,1.0,27.0,0,29.106590270996094,25.0,2.0,1.0,27.0,1,24.99690818786621,25.0,2.0,1.0,27.0,0
20,3,20,21,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0,28.126068115234375,24.44444465637207,2.0,2.0,26.44444465637207,1,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0
21,1,21,22,24.361370086669922,24.44444465637207,2.0,2.0,26.44444465637207,0,30.28207015991211,21.66666603088379,2.0,2.0,23.66666603088379,1,24.361370086669922,24.44444465637207,2.0,2.0,26.44444465637207,0
21,2,21,22,23.413036346435547,23.38888931274414,2.0,1.0,25.38888931274414,0,29.096027374267578,25.0,2.0,1.0,27.0,1,23.413036346435547,23.38888931274414,2.0,1.0,25.38888931274414,0
21,3,21,22,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0,28.17940902709961,24.44444465637207,2.0,2.0,26.44444465637207,1,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0
22,1,22,23,22.88100814819336,22.83333396911621,2.0,2.0,24.83333396911621,0,29.33633041381836,24.44444465637207,2.0,2.0,26.44444465637207,1,22.88100814819336,22.83333396911621,2.0,2.0,24.83333396911621,0
22,2,22,23,22.78246307373047,22.77777862548828,2.0,0.0,24.77777862548828,0,27.5338191986084,23.38888931274414,2.0,1.0,25.38888931274414,1,22.78246307373047,22.77777862548828,2.0,0.0,24.77777862548828,0
22,3,22,23,24.44445037841797,24.44444465637207,2.0,2.0,26.44444465637207,0,27.91767120361328,24.44444465637207,2.0,2.0,26.44444465637207,1,24.44445037841797,24.44444465637207,2.0,2.0,26.44444465637207,0
23,1,23,24,20.81880760192871,20.72222137451172,2.0,2.0,22.72222137451172,0,29.16415786743164,22.83333396911621,2.0,2.0,24.83333396911621,1,20.81880760192871,20.72222137451172,2.0,2.0,22.72222137451172,0
23,2,23,24,23.875747680664062,23.94444465637207,2.0,0.0,25.94444465637207,0,26.436405181884766,22.77777862548828,2.0,0.0,24.77777862548828,0,23.875747680664062,23.94444465637207,2.0,0.0,25.94444465637207,0
23,3,23,24,23.957162857055664,23.94444465637207,2.0,2.0,25.94444465637207,0,27.625024795532227,24.44444465637207,2.0,2.0,26.44444465637207,1,23.957162857055664,23.94444465637207,2.0,2.0,25.94444465637207,0
24,1,24,25,20.55874252319336,20.55555534362793,2.0,2.0,22.55555534362793,0,28.788158416748047,20.72222137451172,2.0,2.0,22.72222137451172,1,20.55874252319336,20.55555534362793,2.0,2.0,22.55555534362793,0
24,2,24,25,24.36326789855957,24.44444465637207,2.0,0.0,26.44444465637207,0,25.570018768310547,23.94444465637207,2.0,0.0,25.94444465637207,0,24.36326789855957,24.44444465637207,2.0,0.0,26.44444465637207,0
24,3,24,25,23.889814376831055,23.88888931274414,2.0,2.0,25.88888931274414,0,27.07183837890625,23.94444465637207,2.0,2.0,25.94444465637207,1,23.889814376831055,23.88888931274414,2.0,2.0,25.88888931274414,0
25,1,25,26,21.59804344177246,21.66666603088379,2.0,2.0,23.66666603088379,0,28.612884521484375,20.55555534362793,2.0,2.0,22.55555534362793,1,21.59804344177246,21.66666603088379,2.0,2.0,23.66666603088379,0
25,2,25,26,23.46063804626465,23.44444465637207,2.0,1.0,25.44444465637207,0,25.149192810058594,24.44444465637207,2.0,0.0,26.44444465637207,0,23.46063804626465,23.44444465637207,2.0,1.0,25.44444465637207,0
25,3,25,26,23.888916015625,23.88888931274414,2.0,2.0,25.88888931274414,0,26.578872680664062,23.88888931274414,2.0,2.0,25.88888931274414,1,23.888916015625,23.88888931274414,2.0,2.0,25.88888931274414,0
26,1,26,27,22.219463348388672,22.22222137451172,2.0,2.0,24.22222137451172,0,28.56201171875,21.66666603088379,2.0,2.0,23.66666603088379,1,22.219463348388672,22.22222137451172,2.0,2.0,24.22222137451172,0
26,2,26,27,22.79660987854004,22.77777862548828,2.0,1.0,24.77777862548828,0,24.963972091674805,23.44444465637207,2.0,1.0,25.44444465637207,0,22.79660987854004,22.77777862548828,2.0,1.0,24.77777862548828,0
26,3,26,27,23.888864517211914,23.88888931274414,2.0,2.0,25.88888931274414,0,26.289493560791016,23.88888931274414,2.0,2.0,25.88888931274414,1,23.888864517211914,23.88888931274414,2.0,2.0,25.88888931274414,0
27,1,27,28,22.222187042236328,22.22222137451172,2.0,2.0,24.22222137451172,0,28.49494743347168,22.22222137451172,2.0,2.0,24.22222137451172,1,22.222187042236328,22.22222137451172,2.0,2.0,24.22222137451172,0
27,2,27,28,23.63799476623535,23.77777862548828,2.0,1.0,25.77777862548828,0,24.741024017333984,22.77777862548828,2.0,1.0,24.77777862548828,0,23.63799476623535,23.77777862548828,2.0,1.0,25.77777862548828,0
27,3,27,28,24.388513565063477,24.38888931274414,2.0,2.0,26.38888931274414,0,25.970624923706055,23.88888931274414,2.0,2.0,25.88888931274414,1,24.388513565063477,24.38888931274414,2.0,2.0,26.38888931274414,0
28,1,28,29,22.222230911254883,22.22222137451172,2.0,3.0,24.22222137451172,0,28.534446716308594,22.22222137451172,2.0,2.0,24.22222137451172,1,22.222230911254883,22.22222137451172,2.0,3.0,24.22222137451172,0
28,2,28,29,23.933101654052734,24.44444465637207,2.0,1.0,26.44444465637207,0,25.113525390625,23.77777862548828,2.0,1.0,25.77777862548828,0,23.933101654052734,24.44444465637207,2.0,1.0,26.44444465637207,0
28,3,28,29,24.44426918029785,24.44444465637207,2.0,2.0,26.44444465637207,0,25.924907684326172,24.38888931274414,2.0,2.0,26.38888931274414,0,24.44426918029785,24.44444465637207,2.0,2.0,26.44444465637207,0
29,1,29,30,22.222021102905273,22.22222137451172,2.0,3.0,24.22222137451172,0,28.451007843017578,22.22222137451172,2.0,3.0,24.22222137451172,1,22.222021102905273,22.22222137451172,2.0,3.0,24.22222137451172,0
29,2,29,30,24.049604415893555,24.44444465637207,2.0,1.0,26.44444465637207,0,25.353065490722656,24.44444465637207,2.0,1.0,26.44444465637207,0,24.049604415893555,24.44444465637207,2.0,1.0,26.44444465637207,0
29,3,29,30,23.95987892150879,23.94444465637207,2.0,2.0,25.94444465637207,0,25.706674575805664,24.44444465637207,2.0,2.0,26.44444465637207,0,23.95987892150879,23.94444465637207,2.0,2.0,25.94444465637207,0
30,1,30,31,22.222225189208984,22.22222137451172,2.0,3.0,24.22222137451172,0,28.345178604125977,22.22222137451172,2.0,3.0,24.22222137451172,1,22.222225189208984,22.22222137451172,2.0,3.0,24.22222137451172,0
30,2,30,31,24.477828979492188,24.77777862548828,2.0,1.0,26.77777862548828,0,25.241165161132812,24.44444465637207,2.0,1.0,26.44444465637207,0,24.477828979492188,24.77777862548828,2.0,1.0,26.77777862548828,0
30,3,30,31,24.16481590270996,24.16666603088379,2.0,2.0,26.16666603088379,0,25.27202606201172,23.94444465637207,2.0,2.0,25.94444465637207,0,24.16481590270996,24.16666603088379,2.0,2.0,26.16666603088379,0
31,1,31,32,22.331993103027344,22.33333396911621,2.0,3.0,24.33333396911621,0,28.438800811767578,22.22222137451172,2.0,3.0,24.22222137451172,1,22.331993103027344,22.33333396911621,2.0,3.0,24.33333396911621,0
31,2,31,32,24.9599609375,25.0,2.0,1.0,27.0,0,25.64214324951172,24.77777862548828,2.0,1.0,26.77777862548828,0,24.9599609375,25.0,2.0,1.0,27.0,0
31,3,31,32,24.44432830810547,24.44444465637207,2.0,2.0,26.44444465637207,0,25.384021759033203,24.16666603088379,2.0,2.0,26.16666603088379,0,24.44432830810547,24.44444465637207,2.0,2.0,26.44444465637207,0
32,1,32,33,24.259183883666992,24.44444465637207,2.0,2.0,26.44444465637207,0,28.742645263671875,22.33333396911621,2.0,3.0,24.33333396911621,1,24.259183883666992,24.44444465637207,2.0,2.0,26.44444465637207,0
32,2,32,33,24.993562698364258,25.0,2.0,0.0,27.0,0,26.11566162109375,25.0,2.0,1.0,27.0,0,24.993562698364258,25.0,2.0,0.0,27.0,0
32,3,32,33,24.11358642578125,24.11111068725586,2.0,2.0,26.11111068725586,0,25.7309513092041,24.44444465637207,2.0,2.0,26.44444465637207,0,24.11358642578125,24.11111068725586,2.0,2.0,26.11111068725586,0
33,1,33,34,24.444231033325195,24.44444465637207,2.0,2.0,26.44444465637207,0,29.031452178955078,24.44444465637207,2.0,2.0,26.44444465637207,1,24.444231033325195,24.44444465637207,2.0,2.0,26.44444465637207,0
33,2,33,34,24.998220443725586,25.0,2.0,0.0,27.0,0,26.45159339904785,25.0,2.0,0.0,27.0,0,24.998220443725586,25.0,2.0,0.0,27.0,0
33,3,33,34,23.890117645263672,23.88888931274414,2.0,2.0,25.88888931274414,0,25.907527923583984,24.11111068725586,2.0,2.0,26.11111068725586,0,23.890117645263672,23.88888931274414,2.0,2.0,25.88888931274414,0
34,1,34,35,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0,29.209674835205078,24.44444465637207,2.0,2.0,26.44444465637207,1,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0
34,2,34,35,24.998016357421875,25.0,2.0,1.0,27.0,0,26.27157211303711,25.0,2.0,0.0,27.0,0,24.998016357421875,25.0,2.0,1.0,27.0,0
34,3,34,35,23.888898849487305,23.88888931274414,2.0,2.0,25.88888931274414,0,26.090801239013672,23.88888931274414,2.0,2.0,25.88888931274414,1,23.888898849487305,23.88888931274414,2.0,2.0,25.88888931274414,0
35,1,35,36,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0,29.88062286376953,24.44444465637207,2.0,2.0,26.44444465637207,1,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0
35,2,35,36,24.99733543395996,25.0,2.0,1.0,27.0,0,27.08612060546875,25.0,2.0,1.0,27.0,1,24.99733543395996,25.0,2.0,1.0,27.0,0
35,3,35,36,23.88890266418457,23.88888931274414,2.0,2.0,25.88888931274414,0,26.4395694732666,23.88888931274414,2.0,2.0,25.88888931274414,1,23.88890266418457,23.88888931274414,2.0,2.0,25.88888931274414,0
36,1,36,37,24.44445037841797,24.44444465637207,2.0,2.0,26.44444465637207,0,30.32608413696289,24.44444465637207,2.0,2.0,26.44444465637207,1,24.44445037841797,24.44444465637207,2.0,2.0,26.44444465637207,0
36,2,36,37,24.886377334594727,24.88888931274414,2.0,1.0,26.88888931274414,0,27.580867767333984,25.0,2.0,1.0,27.0,1,24.886377334594727,24.88888931274414,2.0,1.0,26.88888931274414,0
36,3,36,37,23.888893127441406,23.88888931274414,2.0,2.0,25.88888931274414,0,26.846725463867188,23.88888931274414,2.0,2.0,25.88888931274414,1,23.888893127441406,23.88888931274414,2.0,2.0,25.88888931274414,0
37,1,37,38,24.444454193115234,24.44444465637207,2.0,3.0,26.44444465637207,0,30.895492553710938,24.44444465637207,2.0,2.0,26.44444465637207,1,24.444454193115234,24.44444465637207,2.0,3.0,26.44444465637207,0
37,2,37,38,23.91724967956543,23.88888931274414,2.0,1.0,25.88888931274414,0,28.529041290283203,24.88888931274414,2.0,1.0,26.88888931274414,1,23.91724967956543,23.88888931274414,2.0,1.0,25.88888931274414,0
37,3,37,38,23.88889503479004,23.88888931274414,2.0,2.0,25.88888931274414,0,27.339229583740234,23.88888931274414,2.0,2.0,25.88888931274414,1,23.88889503479004,23.88888931274414,2.0,2.0,25.88888931274414,0
38,1,38,39,24.444456100463867,24.44444465637207,2.0,2.0,26.44444465637207,0,31.281982421875,24.44444465637207,2.0,3.0,26.44444465637207,1,24.444456100463867,24.44444465637207,2.0,2.0,26.44444465637207,0
38,2,38,39,23.987829208374023,24.0,2.0,1.0,26.0,0,29.305835723876953,23.88888931274414,2.0,1.0,25.88888931274414,1,23.987829208374023,24.0,2.0,1.0,26.0,0
38,3,38,39,23.888896942138672,23.88888931274414,2.0,2.0,25.88888931274414,0,27.824235916137695,23.88888931274414,2.0,2.0,25.88888931274414,1,23.888896942138672,23.88888931274414,2.0,2.0,25.88888931274414,0
39,1,39,40,24.590377807617188,24.61111068725586,2.0,1.0,26.61111068725586,0,31.801227569580078,24.44444465637207,2.0,2.0,26.44444465637207,1,24.590377807617188,24.61111068725586,2.0,1.0,26.61111068725586,0
39,2,39,40,24.900402069091797,25.0,2.0,1.0,27.0,0,30.24239158630371,24.0,2.0,1.0,26.0,1,24.900402069091797,25.0,2.0,1.0,27.0,0
39,3,39,40,23.45563316345215,23.38888931274414,2.0,2.0,25.38888931274414,0,28.539403915405273,23.88888931274414,2.0,2.0,25.88888931274414,1,23.45563316345215,23.38888931274414,2.0,2.0,25.38888931274414,0
40,1,40,41,24.983442306518555,25.0,2.0,1.0,27.0,0,32.2032356262207,24.61111068725586,2.0,1.0,26.61111068725586,1,24.983442306518555,25.0,2.0,1.0,27.0,0
40,2,40,41,24.99033546447754,25.0,2.0,1.0,27.0,0,31.244125366210938,25.0,2.0,1.0,27.0,1,24.99033546447754,25.0,2.0,1.0,27.0,0
40,3,40,41,23.339384078979492,23.33333396911621,2.0,2.0,25.33333396911621,0,29.23822593688965,23.38888931274414,2.0,2.0,25.38888931274414,1,23.339384078979492,23.33333396911621,2.0,2.0,25.33333396911621,0
41,1,41,42,24.51955795288086,24.5,2.0,1.0,26.5,0,32.49496841430664,25.0,2.0,1.0,27.0,1,24.51955795288086,24.5,2.0,1.0,26.5,0
41,2,41,42,24.995126724243164,25.0,2.0,0.0,27.0,0,32.07026672363281,25.0,2.0,1.0,27.0,1,24.995126724243164,25.0,2.0,0.0,27.0,0
41,3,41,42,24.43340301513672,24.44444465637207,2.0,2.0,26.44444465637207,0,29.852962493896484,23.33333396911621,2.0,2.0,25.33333396911621,1,24.43340301513672,24.44444465637207,2.0,2.0,26.44444465637207,0
42,1,42,43,24.445270538330078,24.44444465637207,2.0,2.0,26.44444465637207,0,32.631813049316406,24.5,2.0,1.0,26.5,1,24.445270538330078,24.44444465637207,2.0,2.0,26.44444465637207,0
42,2,42,43,24.996644973754883,25.0,2.0,1.0,27.0,0,31.7552547454834,25.0,2.0,0.0,27.0,0,24.996644973754883,25.0,2.0,1.0,27.0,0
42,3,42,43,24.444324493408203,24.44444465637207,2.0,2.0,26.44444465637207,0,30.522052764892578,24.44444465637207,2.0,2.0,26.44444465637207,1,24.444324493408203,24.44444465637207,2.0,2.0,26.44444465637207,0
43,1,43,44,24.4444580078125,24.44444465637207,2.0,3.0,26.44444465637207,0,32.913116455078125,24.44444465637207,2.0,2.0,26.44444465637207,1,24.4444580078125,24.44444465637207,2.0,3.0,26.44444465637207,0
